source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[olink panel]	comment[olink platform]	comment[npx normalization]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf version]	comment[sdrf annotation tool]
PAD000004-PC_S0C652	Homo sapiens	Blood plasma	not available	not available	not available	44	plate control	blood plasma	PAD000004-r00044-PC_S0C652	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S2F762	Homo sapiens	Blood plasma	not available	not available	not available	45	not applicable	blood plasma	PAD000004-r00045-S2F762	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S15B32	Homo sapiens	Blood plasma	not available	not available	not available	46	not applicable	blood plasma	PAD000004-r00046-S15B32	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SD4172	Homo sapiens	Blood plasma	not available	not available	not available	47	not applicable	blood plasma	PAD000004-r00047-SD4172	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-PC_XV2-1	Homo sapiens	Blood plasma	not available	not available	not available	48	plate control	blood plasma	PAD000004-r00048-PC_XV2-1	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-PC_S45CB2	Homo sapiens	Blood plasma	not available	not available	not available	49	plate control	blood plasma	PAD000004-r00049-PC_S45CB2	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SC17B2	Homo sapiens	Blood plasma	not available	not available	not available	50	not applicable	blood plasma	PAD000004-r00050-SC17B2	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S174F2	Homo sapiens	Blood plasma	not available	not available	not available	51	not applicable	blood plasma	PAD000004-r00051-S174F2	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S17812	Homo sapiens	Blood plasma	not available	not available	not available	52	not applicable	blood plasma	PAD000004-r00052-S17812	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SB1C52	Homo sapiens	Blood plasma	not available	not available	not available	53	not applicable	blood plasma	PAD000004-r00053-SB1C52	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S0D6D2	Homo sapiens	Blood plasma	not available	not available	not available	54	not applicable	blood plasma	PAD000004-r00054-S0D6D2	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S35BD2	Homo sapiens	Blood plasma	not available	not available	not available	55	not applicable	blood plasma	PAD000004-r00055-S35BD2	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-PC_S16F22	Homo sapiens	Blood plasma	not available	not available	not available	56	plate control	blood plasma	PAD000004-r00056-PC_S16F22	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S1D032	Homo sapiens	Blood plasma	not available	not available	not available	57	not applicable	blood plasma	PAD000004-r00057-S1D032	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SCF472	Homo sapiens	Blood plasma	not available	not available	not available	58	not applicable	blood plasma	PAD000004-r00058-SCF472	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S53B72	Homo sapiens	Blood plasma	not available	not available	not available	59	not applicable	blood plasma	PAD000004-r00059-S53B72	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-PC_XV2-2	Homo sapiens	Blood plasma	not available	not available	not available	60	plate control	blood plasma	PAD000004-r00060-PC_XV2-2	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-PC_S161F2	Homo sapiens	Blood plasma	not available	not available	not available	61	plate control	blood plasma	PAD000004-r00061-PC_S161F2	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S6D2C2	Homo sapiens	Blood plasma	not available	not available	not available	62	not applicable	blood plasma	PAD000004-r00062-S6D2C2	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SA17C2	Homo sapiens	Blood plasma	not available	not available	not available	63	not applicable	blood plasma	PAD000004-r00063-SA17C2	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SD4DD2	Homo sapiens	Blood plasma	not available	not available	not available	64	not applicable	blood plasma	PAD000004-r00064-SD4DD2	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S41172	Homo sapiens	Blood plasma	not available	not available	not available	65	not applicable	blood plasma	PAD000004-r00065-S41172	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S35EB2	Homo sapiens	Blood plasma	not available	not available	not available	66	not applicable	blood plasma	PAD000004-r00066-S35EB2	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-NEG_S445F2	Homo sapiens	Blood plasma	not available	not available	not available	67	negative control	blood plasma	PAD000004-r00067-NEG_S445F2	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-PC_SACD02	Homo sapiens	Blood plasma	not available	not available	not available	68	plate control	blood plasma	PAD000004-r00068-PC_SACD02	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SD13C2	Homo sapiens	Blood plasma	not available	not available	not available	69	not applicable	blood plasma	PAD000004-r00069-SD13C2	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SAC412	Homo sapiens	Blood plasma	not available	not available	not available	70	not applicable	blood plasma	PAD000004-r00070-SAC412	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-NEG_ZL2-11	Homo sapiens	Blood plasma	not available	not available	not available	71	negative control	blood plasma	PAD000004-r00071-NEG_ZL2-11	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-PC_XV2-3	Homo sapiens	Blood plasma	not available	not available	not available	72	plate control	blood plasma	PAD000004-r00072-PC_XV2-3	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-PC_SC34D2	Homo sapiens	Blood plasma	not available	not available	not available	73	plate control	blood plasma	PAD000004-r00073-PC_SC34D2	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SBE1D2	Homo sapiens	Blood plasma	not available	not available	not available	74	not applicable	blood plasma	PAD000004-r00074-SBE1D2	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S35FD2	Homo sapiens	Blood plasma	not available	not available	not available	75	not applicable	blood plasma	PAD000004-r00075-S35FD2	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S35D72	Homo sapiens	Blood plasma	not available	not available	not available	76	not applicable	blood plasma	PAD000004-r00076-S35D72	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SF14F2	Homo sapiens	Blood plasma	not available	not available	not available	77	not applicable	blood plasma	PAD000004-r00077-SF14F2	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S353F2	Homo sapiens	Blood plasma	not available	not available	not available	78	not applicable	blood plasma	PAD000004-r00078-S353F2	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-NEG_S14C52	Homo sapiens	Blood plasma	not available	not available	not available	79	negative control	blood plasma	PAD000004-r00079-NEG_S14C52	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-PC_S04D22	Homo sapiens	Blood plasma	not available	not available	not available	80	plate control	blood plasma	PAD000004-r00080-PC_S04D22	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S10262	Homo sapiens	Blood plasma	not available	not available	not available	81	not applicable	blood plasma	PAD000004-r00081-S10262	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S7DF62	Homo sapiens	Blood plasma	not available	not available	not available	82	not applicable	blood plasma	PAD000004-r00082-S7DF62	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-NEG_ZL2-22	Homo sapiens	Blood plasma	not available	not available	not available	83	negative control	blood plasma	PAD000004-r00083-NEG_ZL2-22	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-PC_XV2-4	Homo sapiens	Blood plasma	not available	not available	not available	84	plate control	blood plasma	PAD000004-r00084-PC_XV2-4	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-PC_SCF7B2	Homo sapiens	Blood plasma	not available	not available	not available	85	plate control	blood plasma	PAD000004-r00085-PC_SCF7B2	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S84D42	Homo sapiens	Blood plasma	not available	not available	not available	86	not applicable	blood plasma	PAD000004-r00086-S84D42	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SA1DC2	Homo sapiens	Blood plasma	not available	not available	not available	87	not applicable	blood plasma	PAD000004-r00087-SA1DC2	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S7BD12	Homo sapiens	Blood plasma	not available	not available	not available	88	not applicable	blood plasma	PAD000004-r00088-S7BD12	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP200002	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
