source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[ancestry category]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[panel name]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[olink panel]	comment[olink platform]	comment[npx normalization]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf version]	comment[sdrf annotation tool]
PAD000016-AA13_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	41	not applicable	blood plasma	PAD000016-r00041-AA13_0m	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-NB178_T3	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	42	not applicable	blood plasma	PAD000016-r00042-NB178_T3	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA62_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	43	not applicable	blood plasma	PAD000016-r00043-AA62_0m	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-NB193_T3	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	44	not applicable	blood plasma	PAD000016-r00044-NB193_T3	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-IPC4	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	45	plate control	blood plasma	PAD000016-r00045-IPC4	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA62_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	46	not applicable	blood plasma	PAD000016-r00046-AA62_6m	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA23_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	47	not applicable	blood plasma	PAD000016-r00047-AA23_6m	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA20_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	48	not applicable	blood plasma	PAD000016-r00048-AA20_6m	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA53_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	49	not applicable	blood plasma	PAD000016-r00049-AA53_0m	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-CIS_F_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	50	not applicable	blood plasma	PAD000016-r00050-CIS_F_0m	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA17_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	51	not applicable	blood plasma	PAD000016-r00051-AA17_6m	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-NB221_T3	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	52	not applicable	blood plasma	PAD000016-r00052-NB221_T3	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-IPC5	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	53	plate control	blood plasma	PAD000016-r00053-IPC5	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA53_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	54	not applicable	blood plasma	PAD000016-r00054-AA53_6m	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-CIS_M_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	55	not applicable	blood plasma	PAD000016-r00055-CIS_M_6m	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-NB212_T3	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	56	not applicable	blood plasma	PAD000016-r00056-NB212_T3	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-NB206_T1	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	57	not applicable	blood plasma	PAD000016-r00057-NB206_T1	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA51_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	58	not applicable	blood plasma	PAD000016-r00058-AA51_0m	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA20_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	59	not applicable	blood plasma	PAD000016-r00059-AA20_0m	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA65_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	60	not applicable	blood plasma	PAD000016-r00060-AA65_0m	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-SC1	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	61	quality control sample	blood plasma	PAD000016-r00061-SC1	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-NC1	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	62	negative control	blood plasma	PAD000016-r00062-NC1	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA13_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	63	not applicable	blood plasma	PAD000016-r00063-AA13_6m	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA23_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	64	not applicable	blood plasma	PAD000016-r00064-AA23_0m	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA51_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	65	not applicable	blood plasma	PAD000016-r00065-AA51_6m	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA03_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	66	not applicable	blood plasma	PAD000016-r00066-AA03_0m	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-NB218_T3	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	67	not applicable	blood plasma	PAD000016-r00067-NB218_T3	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA41_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	68	not applicable	blood plasma	PAD000016-r00068-AA41_0m	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA55_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	69	not applicable	blood plasma	PAD000016-r00069-AA55_6m	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-SC2	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	70	quality control sample	blood plasma	PAD000016-r00070-SC2	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-NC2	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	71	negative control	blood plasma	PAD000016-r00071-NC2	protein expression profiling by antibody array	1	X201SC23110522-Z01-F004_NPX.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC23110522-Z01-F004_NPX.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA22_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	72	not applicable	blood plasma	PAD000016-r00072-AA22_0m	protein expression profiling by antibody array	1	X201SC25020748-Z01-F001.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC25020748-Z01-F001.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA07_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	73	not applicable	blood plasma	PAD000016-r00073-AA07_0m	protein expression profiling by antibody array	1	X201SC25020748-Z01-F001.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC25020748-Z01-F001.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA24_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	74	not applicable	blood plasma	PAD000016-r00074-AA24_6m	protein expression profiling by antibody array	1	X201SC25020748-Z01-F001.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC25020748-Z01-F001.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA39_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	75	not applicable	blood plasma	PAD000016-r00075-AA39_0m	protein expression profiling by antibody array	1	X201SC25020748-Z01-F001.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC25020748-Z01-F001.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA36_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	76	not applicable	blood plasma	PAD000016-r00076-AA36_6m	protein expression profiling by antibody array	1	X201SC25020748-Z01-F001.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC25020748-Z01-F001.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA31_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	77	not applicable	blood plasma	PAD000016-r00077-AA31_0m	protein expression profiling by antibody array	1	X201SC25020748-Z01-F001.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC25020748-Z01-F001.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-SC3	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	9	quality control sample	blood plasma	PAD000016-r00078-SC3	protein expression profiling by antibody array	1	X201SC25020748-Z01-F001.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC25020748-Z01-F001.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA54_6m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	78	not applicable	blood plasma	PAD000016-r00079-AA54_6m	protein expression profiling by antibody array	1	X201SC25020748-Z01-F001.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC25020748-Z01-F001.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA44_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	79	not applicable	blood plasma	PAD000016-r00080-AA44_0m	protein expression profiling by antibody array	1	X201SC25020748-Z01-F001.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC25020748-Z01-F001.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA57_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	80	not applicable	blood plasma	PAD000016-r00081-AA57_0m	protein expression profiling by antibody array	1	X201SC25020748-Z01-F001.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC25020748-Z01-F001.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA17_6m_rep	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	81	not applicable	blood plasma	PAD000016-r00082-AA17_6m_rep	protein expression profiling by antibody array	1	X201SC25020748-Z01-F001.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC25020748-Z01-F001.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000016-AA58_0m	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	82	not applicable	blood plasma	PAD000016-r00083-AA58_0m	protein expression profiling by antibody array	1	X201SC25020748-Z01-F001.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/09/PAD000016/X201SC25020748-Z01-F001.parquet	Olink Explore HT	Olink Explore HT	NPX	plate1	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
